,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2505,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$95.00,1,24,1.0,7.0,24.0,24.0,7.0,24.0,t,8,18,31,211,161,43,0,211,50,255,24225.0,4.63,4.72,4.65,4.83,4.8,4.57,4.58,t,15,10,5,0,3.05
2506,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Downtown/Civic Center,Entire home/apt,2,1.0,0.0,1.0,$111.00,1,24,1.0,7.0,24.0,24.0,7.0,24.0,t,13,43,73,282,60,27,2,282,27,255,28305.0,4.42,4.55,4.6,4.8,4.65,4.53,4.29,t,15,10,5,0,1.81
2507,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Private room,2,1.0,0.0,1.0,$281.00,1,25,1.0,3.0,25.0,25.0,2.1,25.0,t,24,54,84,293,16,3,0,293,3,33,9273.0,4.63,4.88,4.88,4.69,4.44,4.94,4.0,t,15,10,5,0,0.42
2508,Kasa,within an hour,100%,96%,f,268.0,317.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Private room,2,1.0,0.0,2.0,$253.00,1,25,1.0,3.0,25.0,25.0,2.1,25.0,t,12,28,48,249,2,0,0,249,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,15,10,5,0,0.07
2509,Winnie Sau,within a few hours,100%,99%,t,3.0,3.0,"['email', 'phone']",t,Visitacion Valley,Private room,2,1.0,1.0,1.0,$52.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,3,21,31,119,296,74,4,119,68,255,13260.0,4.9,4.95,4.93,4.96,4.93,4.62,4.83,f,3,0,3,0,4.32
2510,Winnie Sau,within a few hours,100%,99%,t,3.0,3.0,"['email', 'phone']",t,Visitacion Valley,Private room,4,1.0,1.0,2.0,$57.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,2,9,16,67,275,56,2,67,59,255,14535.0,4.91,4.89,4.95,4.93,4.92,4.67,4.86,f,3,0,3,0,4.01
2511,Winnie Sau,within a few hours,100%,99%,t,3.0,3.0,"['email', 'phone']",t,Visitacion Valley,Private room,2,1.0,1.0,1.0,$45.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,2,17,37,124,272,50,2,124,50,255,11475.0,4.86,4.91,4.93,4.96,4.95,4.64,4.86,f,3,0,3,0,3.98
2512,Tom,,,100%,f,1.0,2.0,"['email', 'phone', 'work_email']",t,Diamond Heights,Private room,2,1.0,1.0,1.0,$80.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,59,0,0,0,0,0,0,0.0,,,,,,,,f,1,0,1,0,
2513,Elizabeth,within an hour,100%,100%,t,2.0,11.0,"['email', 'phone']",t,Twin Peaks,Entire home/apt,2,1.0,1.0,1.0,$383.00,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,25,45,74,339,2,1,0,280,1,11,4213.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,2,2,0,0,0.1
2514,Elizabeth,within an hour,100%,100%,t,2.0,11.0,"['email', 'phone']",t,Twin Peaks,Entire home/apt,2,1.0,1.0,1.0,$273.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,25,45,74,339,142,37,3,280,34,255,69615.0,4.82,4.8,4.92,4.91,4.87,4.74,4.57,f,2,2,0,0,2.8
2515,Maximilian,within an hour,100%,100%,t,7.0,12.0,"['email', 'phone', 'work_email']",t,Outer Sunset,Entire home/apt,5,2.0,2.0,3.0,$209.00,4,30,1.0,4.0,1125.0,1125.0,3.6,1125.0,t,8,17,40,42,29,26,2,42,24,255,53295.0,4.93,4.97,4.9,5.0,4.97,4.83,4.79,f,5,3,2,0,2.04
2516,Maximilian,within an hour,100%,100%,t,7.0,12.0,"['email', 'phone', 'work_email']",t,Outer Sunset,Entire home/apt,4,2.0,2.0,2.0,$172.00,30,179,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,2,13,21,87,0,0,0,87,0,0,0.0,,,,,,,,f,5,3,2,0,
2517,Maximilian,within an hour,100%,100%,t,7.0,12.0,"['email', 'phone', 'work_email']",t,Outer Sunset,Entire home/apt,3,2.0,1.0,1.0,$156.00,30,179,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,3,33,2,2,0,33,2,120,18720.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,3,2,0,0.26
2518,Maximilian,within an hour,100%,100%,t,7.0,12.0,"['email', 'phone', 'work_email']",t,Outer Sunset,Private room,2,1.0,1.0,1.0,$78.00,30,179,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,2,2,2,88,11,4,0,88,4,240,18720.0,4.73,5.0,4.64,4.91,4.82,4.82,4.64,f,5,3,2,0,0.38
2519,Maximilian,within an hour,100%,100%,t,7.0,12.0,"['email', 'phone', 'work_email']",t,Outer Sunset,Private room,2,1.0,1.0,1.0,$84.00,30,179,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,18,49,11,3,0,49,2,180,15120.0,4.91,4.91,5.0,4.82,5.0,4.82,5.0,f,5,3,2,0,0.37
2520,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Haight Ashbury,Entire home/apt,2,,,,,2,180,2.0,2.0,180.0,180.0,2.0,180.0,,0,0,0,0,1,1,0,0,0,11,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,14,12,2,0,0.7
2521,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,West of Twin Peaks,Entire home/apt,3,1.0,1.0,2.0,$165.00,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23,53,83,178,50,10,0,178,10,110,18150.0,4.98,4.94,4.92,5.0,5.0,4.98,4.68,f,14,12,2,0,1.09
2522,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Outer Richmond,Entire home/apt,6,2.0,3.0,3.0,$311.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,44,55,150,64,39,0,150,40,255,79305.0,4.92,4.97,4.91,4.83,4.98,4.88,4.73,f,14,12,2,0,3.21
2523,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Twin Peaks,Entire home/apt,2,1.0,0.0,1.0,$132.00,2,15,1.0,2.0,15.0,1125.0,1.3,536.3,t,13,38,67,67,200,61,10,67,49,255,33660.0,4.92,4.97,4.93,4.96,4.93,4.94,4.76,f,14,12,2,0,4.27
2524,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Bernal Heights,Private room,2,1.0,1.0,1.0,$105.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,4,25,55,329,28,24,4,270,19,255,26775.0,4.93,4.96,5.0,4.93,4.96,4.96,4.86,f,14,12,2,0,1.71
2525,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,South of Market,Entire home/apt,4,2.0,2.0,2.0,$188.00,30,330,30.0,30.0,330.0,330.0,30.0,330.0,t,6,25,55,291,0,0,0,231,0,0,0.0,,,,,,,,f,14,12,2,0,
2526,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Outer Richmond,Entire home/apt,8,3.5,3.0,4.0,$432.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,22,46,48,48,2,2,1,48,0,22,9504.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,14,12,2,0,1.54
2527,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,1.5,2.0,2.0,$913.00,30,90,30.0,30.0,90.0,90.0,30.0,90.0,t,24,54,84,177,0,0,0,177,0,0,0.0,,,,,,,,f,14,12,2,0,
2528,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Western Addition,Private room,1,1.0,1.0,1.0,$145.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,29,59,89,363,0,0,0,304,0,0,0.0,,,,,,,,f,14,12,2,0,
2529,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Noe Valley,Entire home/apt,6,2.0,3.0,3.0,$475.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,t,0,0,30,123,17,14,0,123,16,255,121125.0,4.94,5.0,4.94,4.94,4.88,4.94,4.71,f,14,12,2,0,1.19
2530,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,2.0,2.0,0.0,$326.00,1,28,1.0,2.0,28.0,28.0,1.3,28.0,t,0,21,51,114,19,19,0,114,19,209,68134.0,4.89,4.84,5.0,4.89,4.95,4.89,4.89,f,14,12,2,0,1.8
2531,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Inner Richmond,Entire home/apt,2,1.0,1.0,1.0,$128.00,2,13,2.0,2.0,13.0,13.0,2.0,13.0,t,4,18,48,50,6,6,2,50,3,66,8448.0,4.67,5.0,5.0,5.0,5.0,5.0,4.5,f,14,12,2,0,2.54
2532,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Outer Richmond,Entire home/apt,8,3.5,3.0,4.0,$432.00,2,60,2.0,2.0,60.0,60.0,2.0,60.0,t,22,46,48,48,3,3,1,48,0,33,14256.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,14,12,2,0,1.91
2533,Oscar,within a few hours,100%,100%,t,46.0,52.0,"['email', 'phone']",t,Outer Richmond,Entire home/apt,6,3.0,3.0,0.0,$335.00,1,13,2.0,2.0,13.0,13.0,2.0,13.0,t,25,27,27,27,18,18,2,27,15,198,66330.0,4.78,4.78,4.94,4.83,4.94,4.72,4.56,f,14,12,2,0,2.38
2534,Léo,within an hour,100%,97%,t,1.0,1.0,"['email', 'phone']",t,Inner Richmond,Private room,2,1.0,1.0,1.0,$95.00,4,15,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,18,48,78,234,36,35,2,234,31,255,24225.0,4.72,4.78,4.86,4.97,4.97,4.89,4.64,f,1,0,1,0,2.91
2535,Nahal,within an hour,100%,97%,,2.0,2.0,"['email', 'phone']",t,Inner Richmond,Private room,2,1.0,1.0,1.0,$77.00,2,27,2.0,2.0,27.0,27.0,2.0,27.0,t,0,3,3,3,8,8,0,3,5,88,6776.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,2.29
2536,Marie,,,,f,1.0,2.0,"['email', 'phone']",t,Diamond Heights,Private room,2,1.0,1.0,1.0,$114.00,30,31,30.0,30.0,31.0,31.0,30.0,31.0,t,28,58,88,268,313,0,0,268,0,0,0.0,4.95,4.97,4.93,4.96,4.94,4.8,4.91,f,1,0,1,0,3.19
2537,Teresa,within an hour,100%,100%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Bayview,Entire home/apt,5,1.0,2.0,3.0,$188.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,364,0,0,0,305,0,0,0.0,,,,,,,,f,3,1,2,0,
2538,Teresa,within an hour,100%,100%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Bayview,Private room,2,1.5,1.0,1.0,$107.00,1,90,1.0,1.0,90.0,90.0,1.0,90.0,t,30,60,90,365,37,13,1,306,12,143,15301.0,4.97,4.91,5.0,4.94,5.0,4.59,4.74,f,3,1,2,0,0.2
2539,Teresa,within an hour,100%,100%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Bayview,Private room,2,1.5,1.0,1.0,$107.00,5,90,5.0,5.0,90.0,90.0,5.0,90.0,t,29,59,89,364,7,3,1,305,2,33,3531.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,1,2,0,0.34
2540,Ruoxu,within an hour,100%,96%,t,1.0,1.0,"['email', 'phone']",t,Western Addition,Private room,2,1.0,1.0,1.0,$117.00,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,3,7,7,120,50,3,7,47,255,29835.0,4.95,4.98,4.97,4.93,4.99,4.79,4.88,f,1,0,1,0,4.07
2541,Brian,within an hour,100%,96%,t,2.0,5.0,"['email', 'phone']",t,Castro/Upper Market,Private room,1,1.0,1.0,1.0,$113.00,3,29,3.0,3.0,29.0,29.0,3.0,29.0,t,17,43,43,43,238,6,0,43,8,66,7458.0,4.95,4.98,4.92,4.97,4.98,4.96,4.81,f,2,0,2,0,1.89
2542,Brian,within an hour,100%,96%,t,2.0,5.0,"['email', 'phone']",t,Castro/Upper Market,Private room,1,1.0,1.0,1.0,$131.00,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,18,29,29,29,211,7,1,29,12,77,10087.0,4.93,4.96,4.9,4.95,4.96,4.96,4.83,f,2,0,2,0,1.62
2543,Laurence,within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",t,Bayview,Entire home/apt,5,2.5,3.0,3.0,$226.00,2,30,2.0,28.0,1125.0,1125.0,7.3,1125.0,t,2,2,11,11,5,5,0,11,5,55,12430.0,4.8,5.0,4.6,5.0,5.0,4.2,4.6,f,1,1,0,0,0.64
2544,Judy,within an hour,100%,98%,t,2.0,4.0,"['email', 'phone']",t,Inner Richmond,Entire home/apt,2,1.0,1.0,1.0,$91.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,16,44,74,229,58,42,5,229,33,255,23205.0,4.66,4.9,4.88,4.91,4.83,4.95,4.6,f,1,1,0,0,1.77
2545,Ming,within an hour,100%,95%,t,1.0,1.0,"['email', 'phone']",f,Inner Richmond,Private room,2,1.0,1.0,2.0,$83.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,22,51,63,336,528,27,3,277,23,255,21165.0,4.84,4.9,4.81,4.93,4.93,4.84,4.78,f,1,0,1,0,3.91
2546,Charles,within an hour,100%,75%,t,2.0,2.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,4,1.0,1.0,2.0,$160.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,225,9,2,0,165,2,120,19200.0,5.0,5.0,5.0,5.0,4.89,5.0,4.67,f,2,2,0,0,0.11
2547,Charles,within an hour,100%,75%,t,2.0,2.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,4,1.0,1.0,2.0,$180.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,184,9,1,0,125,1,60,10800.0,4.89,4.89,4.89,4.78,4.67,4.89,4.33,f,2,2,0,0,0.15
2548,Chris,within a few hours,100%,96%,t,1.0,1.0,"['email', 'phone']",t,Haight Ashbury,Entire home/apt,6,2.0,3.0,3.0,$775.00,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,13,39,63,63,136,10,0,63,11,110,85250.0,4.97,4.96,4.99,4.92,4.98,4.92,4.76,f,1,1,0,0,1.47
2549,Jonathan,within an hour,100%,95%,f,3.0,7.0,['phone'],t,Inner Richmond,Entire home/apt,2,1.0,1.0,1.0,$103.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,28,58,58,60,15,1,1,58,0,60,6180.0,4.6,4.67,4.2,4.67,4.53,4.93,4.47,t,3,3,0,0,0.31
2550,Jonathan,within an hour,100%,95%,f,3.0,7.0,['phone'],t,Inner Richmond,Entire home/apt,4,2.0,2.0,2.0,$150.00,30,180,30.0,30.0,180.0,180.0,30.0,180.0,t,0,23,53,142,86,1,0,142,1,60,9000.0,4.72,4.86,4.71,4.92,4.91,4.9,4.69,f,3,3,0,0,0.89
2551,Jonathan,within an hour,100%,95%,f,3.0,7.0,['phone'],t,Inner Richmond,Entire home/apt,4,2.0,2.0,2.0,$150.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,6,6,6,75,1,1,0,75,1,60,9000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,3,0,0,0.15
2552,Jay,within an hour,100%,85%,t,2.0,2.0,"['email', 'phone']",t,West of Twin Peaks,Private room,1,1.0,1.0,1.0,$65.00,1,26,1.0,1.0,26.0,26.0,1.0,26.0,t,25,55,85,264,19,19,3,264,15,209,13585.0,4.84,4.89,4.84,5.0,4.89,4.95,4.89,f,2,0,2,0,1.86
2553,Jay,within an hour,100%,85%,t,2.0,2.0,"['email', 'phone']",t,West of Twin Peaks,Private room,4,2.0,2.0,3.0,$172.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,28,57,87,172,6,6,1,172,4,66,11352.0,5.0,5.0,5.0,5.0,4.83,5.0,4.83,f,2,0,2,0,1.09
2554,Jolie,within an hour,100%,75%,f,2.0,3.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,1.0,2.0,4.0,$242.00,2,29,2.0,3.0,29.0,29.0,2.0,29.0,t,0,0,0,43,11,1,0,43,1,11,2662.0,4.64,4.73,4.45,5.0,4.91,5.0,4.73,f,2,2,0,0,0.1
2555,Jolie,within an hour,100%,75%,f,2.0,3.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,1.0,2.0,4.0,$224.00,2,29,2.0,3.0,29.0,29.0,2.0,29.0,t,0,0,0,43,68,2,0,43,2,22,4928.0,4.62,4.69,4.24,4.85,4.9,4.91,4.43,f,2,2,0,0,0.48
2556,Doug,within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,Western Addition,Private room,2,1.5,1.0,1.0,$91.00,2,28,1.0,2.0,28.0,28.0,2.0,28.0,t,4,15,31,251,486,29,2,192,26,255,23205.0,4.88,4.91,4.74,4.97,4.97,4.91,4.85,f,1,0,1,0,3.43
2557,Kary,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,3,1.0,2.0,2.0,$152.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,6,0,0,0,6,0,0,0.0,,,,,,,,f,1,1,0,0,
2558,Travis,within an hour,100%,89%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,Chinatown,Entire home/apt,3,1.0,0.0,2.0,$203.00,2,5,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,17,29,29,41,50,13,1,41,15,143,29029.0,4.92,4.9,4.76,4.96,4.92,4.9,4.86,f,1,1,0,0,1.53
2559,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,1.0,2.0,$195.00,2,365,3.0,3.0,365.0,365.0,3.0,365.0,t,25,52,82,357,0,0,0,297,0,0,0.0,,,,,,,,f,44,36,8,0,
2560,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Private room,2,1.0,0.0,1.0,$189.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,30,60,90,365,0,0,0,305,0,0,0.0,,,,,,,,f,44,36,8,0,
2561,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,1.0,2.0,$208.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,25,52,82,357,7,5,1,297,2,55,11440.0,5.0,4.86,5.0,4.71,4.86,4.57,4.71,f,44,36,8,0,0.39
2562,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Entire home/apt,6,0.0,2.0,3.0,$605.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,22,52,82,357,0,0,0,297,0,0,0.0,,,,,,,,f,44,36,8,0,
2563,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,2.0,3.0,3.0,$290.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,18,18,18,262,2,0,0,202,2,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,44,36,8,0,0.15
2564,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Entire home/apt,6,0.0,2.0,3.0,$605.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,22,52,82,357,0,0,0,297,0,0,0.0,,,,,,,,f,44,36,8,0,
2565,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Entire home/apt,10,3.0,3.0,5.0,$849.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,1,6,6,199,0,0,0,170,0,0,0.0,,,,,,,,f,44,36,8,0,
2566,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Private room,2,1.0,0.0,2.0,$189.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,30,60,90,365,0,0,0,305,0,0,0.0,,,,,,,,f,44,36,8,0,
2567,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,2.0,3.0,3.0,$323.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,15,15,15,259,1,1,0,199,0,11,3553.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,f,44,36,8,0,0.83
2568,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,0.0,2.0,$241.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,27,53,83,358,5,3,0,298,3,33,7953.0,5.0,4.8,4.8,5.0,3.8,4.8,5.0,f,44,36,8,0,0.26
2569,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Private room,4,0.0,0.0,1.0,$289.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,27,57,87,359,0,0,0,302,0,0,0.0,,,,,,,,f,44,36,8,0,
2570,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Private room,4,0.0,0.0,1.0,$289.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,27,57,87,359,0,0,0,302,0,0,0.0,,,,,,,,f,44,36,8,0,
2571,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Financial District,Entire home/apt,4,1.0,1.0,2.0,$415.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,2,32,301,0,0,0,247,0,0,0.0,,,,,,,,f,44,36,8,0,
2572,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,2.0,3.0,3.0,$290.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,18,18,18,262,0,0,0,202,0,0,0.0,,,,,,,,f,44,36,8,0,
2573,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,1.0,2.0,$301.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,25,52,82,357,5,0,0,297,0,0,0.0,4.8,4.8,5.0,5.0,5.0,4.6,4.8,f,44,36,8,0,0.22
2574,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Private room,2,1.0,0.0,2.0,$159.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,30,60,90,365,0,0,0,305,0,0,0.0,,,,,,,,f,44,36,8,0,
2575,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Financial District,Entire home/apt,4,1.0,1.0,2.0,$415.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,2,32,301,0,0,0,247,0,0,0.0,,,,,,,,f,44,36,8,0,
2576,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,1.0,2.0,3.0,$139.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,12,17,30,297,0,0,0,237,0,0,0.0,,,,,,,,f,44,36,8,0,
2577,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,1.0,2.0,3.0,$117.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,12,17,30,297,0,0,0,237,0,0,0.0,,,,,,,,f,44,36,8,0,
2578,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Entire home/apt,6,0.0,2.0,3.0,$605.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,22,52,82,357,0,0,0,297,0,0,0.0,,,,,,,,f,44,36,8,0,
2579,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Entire home/apt,6,0.0,2.0,3.0,$605.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,22,52,82,357,0,0,0,297,0,0,0.0,,,,,,,,f,44,36,8,0,
2580,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,1.0,2.0,$195.00,2,365,3.0,3.0,365.0,365.0,3.0,365.0,t,25,52,82,357,0,0,0,297,0,0,0.0,,,,,,,,f,44,36,8,0,
2581,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,North Beach,Private room,4,0.0,0.0,1.0,$289.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,27,57,87,359,0,0,0,302,0,0,0.0,,,,,,,,f,44,36,8,0,
2582,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,2.0,3.0,3.0,$290.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,18,18,18,262,0,0,0,202,0,0,0.0,,,,,,,,f,44,36,8,0,
2583,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,1.0,2.0,3.0,$139.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,12,17,30,297,2,2,0,237,2,22,3058.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,44,36,8,0,0.48
2584,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,6,2.0,3.0,3.0,$323.00,1,365,2.0,8.0,365.0,365.0,3.0,365.0,t,8,8,8,249,24,20,3,189,16,220,71060.0,4.88,4.96,5.0,4.96,4.83,4.79,4.88,f,44,36,8,0,0.94
2585,Suite Life,within an hour,100%,62%,f,1888.0,2288.0,"['email', 'phone']",t,Downtown/Civic Center,Entire home/apt,4,1.0,0.0,2.0,$241.00,1,365,3.0,3.0,365.0,365.0,3.0,365.0,t,19,46,76,351,18,14,0,291,15,154,37114.0,4.89,4.89,4.83,4.94,4.89,4.72,4.56,f,44,36,8,0,1.01
